Protein1,Protein2,Level
PDCD11,UTP14A,Level_02
PDCD11,MRTO4,Level_02
PDCD11,NOC4L,Level_02
PDCD11,NOP58,Level_02
PDCD11,RPL9,Level_02
PDCD11,IMP3,Level_02
PDCD11,MRPS12,Level_02
PDCD11,RPL11,Level_02
PDCD11,RPS24,Level_02
PDCD11,TUFM,Level_02
PDCD11,UTP15,Level_02
PDCD11,WDR75,Level_02
PDCD11,RPS6,Level_02
PDCD11,RPL26,Level_02
PDCD11,RPS2,Level_02
PDCD11,RPS15,Level_02
PDCD11,RPS8,Level_02
PDCD11,MRPL17,Level_02
PDCD11,DKC1,Level_02
PDCD11,MRPS6,Level_02
PDCD11,CCDC105,Level_02
PDCD11,RRP12,Level_02
PDCD11,RPS20,Level_02
PDCD11,MRPS9,Level_02
PDCD11,RPL8,Level_02
PDCD11,MRPL21,Level_02
PDCD11,RPL23A,Level_02
PDCD11,RPL17,Level_02
PDCD11,MED1,Level_02
PDCD11,FBL,Level_02
PDCD11,MRPL12,Level_02
PDCD11,RPL10A,Level_02
PDCD11,RPS5,Level_02
PDCD11,DDX52,Level_02
PDCD11,NOP56,Level_02
PDCD11,DCAF13,Level_02
PDCD11,RPL26L1,Level_02
PDCD11,POLR2B,Level_02
PDCD11,H0YIJ7_HUMAN,Level_02
PDCD11,PUM3,Level_02
PDCD11,UTP6,Level_02
PDCD11,POLR1C,Level_02
PDCD11,RPS7,Level_02
PDCD11,PES1,Level_02
PDCD11,RPL4,Level_02
PDCD11,MRPL36,Level_02
PDCD11,POLR2C,Level_02
PDCD11,EBNA1BP2,Level_02
PDCD11,MTREX,Level_02
PDCD11,CD74,Level_02
AHCYL1,AHCYL2,Level_02
AHCYL1,BHMT,Level_02
AHCYL1,DNMT1,Level_02
AHCYL1,CTH,Level_02
AHCYL1,MTR,Level_02
AHCYL1,SLC4A4,Level_02
AHCYL1,CBS,Level_02
AHCYL1,ITPR1,Level_02
AHCYL1,AHCY,Level_02
AHCYL1,KYAT1,Level_02
AHCYL1,DNMT3A,Level_02
AHCYL1,BHMT2,Level_02
ATP5MD,MT-ATP8,Level_02
ATP5MD,ATP5F1B,Level_02
ATP5MD,ATP5F1A,Level_02
ATP5MD,MT-ATP6,Level_02
ATP5MD,H7C0C1_HUMAN,Level_02
ATP5MD,ATP5PO,Level_02
ATP5MD,COX6C,Level_02
ATP5MD,ATP5MG,Level_02
ATP5MD,ATP5F1D,Level_02
ATP5MD,ATP5MF,Level_02
ATP5MD,ATP5MC1,Level_02
ATP5MD,ATP5MGL,Level_02
ATP5MD,ATP5MC2,Level_02
ATP5MD,ATP5MC3,Level_02
ATP5MD,ATP5F1C,Level_02
ATP5MD,ATP5F1E,Level_02
ATP5MD,ATP5PF,Level_02
EMD,LEMD3,Level_02
EMD,LMO7,Level_02
EMD,GUCA2A,Level_02
EMD,LBR,Level_02
EMD,SUN2,Level_02
EMD,HDAC3,Level_02
EMD,BCLAF1,Level_02
EMD,CTNNB1,Level_02
EMD,SUN1,Level_02
EMD,SYNE1,Level_02
EMD,LMNB1,Level_02
EMD,BANF2,Level_02
EMD,SYNE2,Level_02
EMD,GUCA2B,Level_02
EMD,GUCY2C,Level_02
INA,NEFM,Level_02
INA,NEFH,Level_02
INA,NEFL,Level_02
FLNA,VCL,Level_02
FLNA,ARHGAP24,Level_02
FLNA,BRCA1,Level_02
FLNA,PXN,Level_02
FLNA,CFL1,Level_02
FLNA,CFTR,Level_02
FLNA,IQGAP1,Level_02
FLNA,BRCA2,Level_02
FLNA,TLN2,Level_02
FLNA,ITGA2B,Level_02
FLNA,TLN1,Level_02
FLNA,ITGB2,Level_02
FLNA,RALA,Level_02
FLNA,ACTA1,Level_02
FLNA,RNASEL,Level_02
FLNA,PAK1,Level_02
FLNA,ITGB3,Level_02
FLNA,RHOA,Level_02
FLNA,FLNB,Level_02
FLNA,ITGB1,Level_02
FLNA,FILIP1,Level_02
FLNA,HSPB7,Level_02
FLNA,MAP2K4,Level_02
FLNA,CDC42,Level_02
FLNA,ITGB7,Level_02
FLNA,CALM3,Level_02
GNAI3,GNB2,Level_02
GNAI3,ADRB2,Level_02
GNAI3,PIK3CA,Level_02
GNAI3,PLCB4,Level_02
GNAI3,ADORA1,Level_02
GNAI3,CXCR4,Level_02
GNAI3,CRHR1,Level_02
GNAI3,DRD2,Level_02
GNAI3,GAST,Level_02
GNAI3,PTGER3,Level_02
GNAI3,HRAS,Level_02
GNAI3,EDNRB,Level_02
GNAI3,GNG2,Level_02
GNAI3,GNG10,Level_02
GNAI3,GNG7,Level_02
GNAI3,KCNJ9,Level_02
GNAI3,LPAR1,Level_02
GNAI3,RGS2,Level_02
GNAI3,CNR1,Level_02
GNAI3,PIK3CB,Level_02
GNAI3,GNB4,Level_02
GNAI3,RGS10,Level_02
GNAI3,GNG4,Level_02
GNAI3,RASD1,Level_02
GNAI3,RGS12,Level_02
GNAI3,GPSM2,Level_02
GNAI3,GNAI2,Level_02
GNAI3,NRAS,Level_02
GNAI3,CCDC88A,Level_02
GNAI3,PLCB3,Level_02
GNAI3,GNAI1,Level_02
GNAI3,GPSM1,Level_02
GNAI3,PIK3R5,Level_02
GNAI3,PLCB1,Level_02
GNAI3,MAPK3,Level_02
GNAI3,ADRB1,Level_02
GNAI3,RGS9,Level_02
GNAI3,ADCY6,Level_02
GNAI3,SSTR2,Level_02
GNAI3,RGS8,Level_02
GNAI3,PIK3R3,Level_02
GNAI3,RGS14,Level_02
GNAI3,RIC8A,Level_02
GNAI3,PLCB2,Level_02
GNAI3,RGS19,Level_02
GNAI3,S1PR1,Level_02
GNAI3,RGS3,Level_02
GNAI3,ADCY5,Level_02
GNAI3,NPY1R,Level_02
GNAI3,MAPK1,Level_02
GNAI3,KRAS,Level_02
GNAI3,RXFP4,Level_02
GNAI3,GABBR2,Level_02
GNAI3,GNG3,Level_02
GNAI3,GNG5,Level_02
CYP17A1,HSD17B3,Level_02
CYP17A1,CYP11B1,Level_02
CYP17A1,HSD3B2,Level_02
CYP17A1,SRD5A2,Level_02
CYP17A1,CYP21A2,Level_02
CYP17A1,CYB5B,Level_02
CYP17A1,CYP1A2,Level_02
CYP17A1,SULT2B1,Level_02
CYP17A1,STS,Level_02
CYP17A1,CYP11B2,Level_02
CYP17A1,AKR1C1,Level_02
CYP17A1,STAR,Level_02
CYP17A1,HSD17B2,Level_02
CYP17A1,SRD5A3,Level_02
CYP17A1,CYB5A,Level_02
CYP17A1,AKR1D1,Level_02
CYP17A1,HSD17B8,Level_02
CYP17A1,CYP19A1,Level_02
CYP17A1,CYP3A4,Level_02
CYP17A1,CYP1A1,Level_02
CYP17A1,SRD5A1,Level_02
CYP17A1,CYP11A1,Level_02
CYP17A1,HSD3B1,Level_02
CYP17A1,CYP7A1,Level_02
CYP17A1,ENSP00000480571,Level_02
CYP17A1,AKR1C3,Level_02
CYP17A1,CYP7B1,Level_02
CYP17A1,HSD17B6,Level_02
CYP17A1,CYP3A7,Level_02
CYP17A1,CYP2E1,Level_02
CYP17A1,CYP3A5,Level_02
SUFU,PRKACA,Level_02
SUFU,PTCH2,Level_02
SUFU,PRKACG,Level_02
SUFU,ULK3,Level_02
SUFU,SMO,Level_02
SUFU,SPOP,Level_02
SUFU,SPOPL,Level_02
SUFU,GLIS3,Level_02
SUFU,PTCH1,Level_02
SUFU,STK36,Level_02
SUFU,PRKACB,Level_02
SUFU,GSK3B,Level_02
SUFU,SHH,Level_02
SUFU,CUL3,Level_02
ACTR1A,DYNC1H1,Level_02
ACTR1A,BICDL1,Level_02
ACTR1A,DCTN3,Level_02
ACTR1A,ACTR1B,Level_02
ACTR1A,DYNC1LI2,Level_02
ACTR1A,CAPZA2,Level_02
ACTR1A,ACTB,Level_02
ACTR1A,DYNC1I2,Level_02
ACTR1A,CAPZA1,Level_02
ACTR1A,CAPZB,Level_02
PSRC1,CELSR2,Level_02
PSRC1,SORT1,Level_02
TKTL1,H6PD,Level_02
TKTL1,PRPS2,Level_02
TKTL1,PFKM,Level_02
TKTL1,GPI,Level_02
TKTL1,TPK1,Level_02
TKTL1,PGD,Level_02
TKTL1,TEX28,Level_02
TKTL1,PRPS1L1,Level_02
TKTL1,DERA,Level_02
TKTL1,RPEL1,Level_02
TKTL1,ALDOC,Level_02
TKTL1,PGM2,Level_02
TKTL1,ENO1,Level_02
TKTL1,PKM,Level_02
TKTL1,ALDOA,Level_02
TKTL1,ALDOB,Level_02
TKTL1,PRPS1,Level_02
TKTL1,GAPDH,Level_02
TKTL1,GAPDHS,Level_02
TKTL1,FBP2,Level_02
TKTL1,RPIA,Level_02
TKTL1,PFKL,Level_02
TKTL1,TPI1,Level_02
TKTL1,FBP1,Level_02
TKTL1,RPE,Level_02
TKTL1,PFKP,Level_02
TKTL1,RBKS,Level_02
HTR1B,GNB1,Level_02
HTR1B,HTR1D,Level_02
HTR1B,GNG2,Level_02
HTR1B,SLC6A4,Level_02
NFKB2,MAP3K14,Level_02
NFKB2,ETS1,Level_02
NFKB2,IKBKB,Level_02
NFKB2,NFKBID,Level_02
NFKB2,CHUK,Level_02
NFKB2,BTRC,Level_02
NFKB2,NFKBIA,Level_02
NFKB2,NFKBIB,Level_02
NFKB2,IKBKG,Level_02
MYO6,CD2AP,Level_02
MYO6,MYO1A,Level_02
MYO6,TAX1BP1,Level_02
MYO6,MYO1C,Level_02
MYO6,TOM1,Level_02
MYO6,MYO9A,Level_02
MYO6,UBC,Level_02
MYO6,CLTA,Level_02
MYO6,DOCK7,Level_02
MYO6,MYO3A,Level_02
MYO6,OPTN,Level_02
MYO6,DAB2,Level_02
MYO6,PAK1,Level_02
MYO6,RPS27A,Level_02
MYO6,OTOF,Level_02
IRAK1,TLR7,Level_02
IRAK1,SQSTM1,Level_02
IRAK1,IL1RL1,Level_02
IRAK1,TAB1,Level_02
IRAK1,TLR2,Level_02
IRAK1,UBE2N,Level_02
IRAK1,MECP2,Level_02
IRAK1,NFKB1,Level_02
IRAK1,TRAF2,Level_02
IRAK1,PELI3,Level_02
IRAK1,IL1A,Level_02
IRAK1,TRAF3,Level_02
IRAK1,BTK,Level_02
IRAK1,IL1B,Level_02
IRAK1,MAVS,Level_02
IRAK1,IRF7,Level_02
IRAK1,TLR4,Level_02
IRAK1,PPP2CA,Level_02
IRAK1,TLR3,Level_02
IRAK1,NFKBIA,Level_02
IRAK1,TAB3,Level_02
IRAK1,PELI2,Level_02
IRAK1,PELI1,Level_02
IRAK1,MAP3K7,Level_02
IRAK1,TICAM1,Level_02
IRAK1,TLR9,Level_02
IRAK1,SIGIRR,Level_02
IRAK1,IRAK3,Level_02
IRAK1,NGFR,Level_02
IRAK1,IL1RAP,Level_02
ELOVL3,HSD17B12,Level_02
ELOVL3,ELOVL7,Level_02
ELOVL3,ELOVL1,Level_02
STXBP3,VAMP2,Level_02
STXBP3,VAMP8,Level_02
STXBP3,SNAP23,Level_02
VAV3,PIK3CA,Level_02
VAV3,PIK3CD,Level_02
VAV3,PLCG2,Level_02
VAV3,SYK,Level_02
VAV3,GRB2,Level_02
VAV3,BLNK,Level_02
VAV3,ZAP70,Level_02
VAV3,PIK3CB,Level_02
VAV3,ITGB2,Level_02
VAV3,PTPN11,Level_02
VAV3,CD19,Level_02
VAV3,RHOA,Level_02
VAV3,ITK,Level_02
VAV3,PLCG1,Level_02
VAV3,ITGAL,Level_02
VAV3,RAC3,Level_02
VAV3,PIK3R1,Level_02
VAV3,PTPN6,Level_02
VAV3,RAC2,Level_02
VAV3,CDC42,Level_02
VAV3,TXK,Level_02
VAV3,SH3BP2,Level_02
L1CAM,ANK1,Level_02
L1CAM,NCAN,Level_02
L1CAM,CNTN1,Level_02
L1CAM,EZR,Level_02
L1CAM,EPHB2,Level_02
L1CAM,ALCAM,Level_02
L1CAM,ANK3,Level_02
L1CAM,NCAM2,Level_02
L1CAM,EGFR,Level_02
L1CAM,SHTN1,Level_02
L1CAM,CNTN2,Level_02
L1CAM,NCAM1,Level_02
L1CAM,CD24,Level_02
L1CAM,ANK2,Level_02
L1CAM,RANBP9,Level_02
COX7A2,COX7C,Level_02
COX7A2,COX7A1,Level_02
COX7A2,COX8A,Level_02
COX7A2,COX7A2L,Level_02
COX7A2,UQCR11,Level_02
COX7A2,MT-CO3,Level_02
COX7A2,COX6B1,Level_02
COX7A2,UQCRH,Level_02
COX7A2,NDUFB9,Level_02
COX7A2,COX5B,Level_02
COX7A2,COX4I1,Level_02
COX7A2,COX6A1,Level_02
COX7A2,ATP5PD,Level_02
COX7A2,COX6C,Level_02
COX7A2,NDUFA4,Level_02
COX7A2,COX7B,Level_02
COX7A2,UQCRQ,Level_02
COX7A2,MT-CO1,Level_02
COX7A2,COX5A,Level_02
COX7A2,COX7B2,Level_02
DBT,PDHB,Level_02
DBT,IVD,Level_02
DBT,ACOX3,Level_02
DBT,PPM1K,Level_02
DBT,SUCLG1,Level_02
DBT,ACSS1,Level_02
DBT,ACSS3,Level_02
DBT,ECHDC1,Level_02
DBT,OGDHL,Level_02
DBT,OGDH,Level_02
DBT,F5H5P2_HUMAN,Level_02
DBT,ALDH6A1,Level_02
DBT,ACADS,Level_02
DBT,ACADSB,Level_02
DBT,ACOX1,Level_02
DBT,DHTKD1,Level_02
DBT,ACSS2,Level_02
DBT,PCCA,Level_02
DBT,ACAD8,Level_02
DBT,PCCB,Level_02
BTRC,CUL4A,Level_02
BTRC,UBE2D2,Level_02
BTRC,FBXO43,Level_02
BTRC,SKP2,Level_02
BTRC,WWTR1,Level_02
BTRC,GLI1,Level_02
BTRC,NFKBIB,Level_02
BTRC,RASSF5,Level_02
BTRC,NFKB2,Level_02
BTRC,UBE2D1,Level_02
BTRC,AXIN2,Level_02
BTRC,NEDD8,Level_02
BTRC,MDM2,Level_02
BTRC,FBXW11,Level_02
BTRC,GLI2,Level_02
BTRC,FBXO4,Level_02
BTRC,SNAI1,Level_02
BTRC,YAP1,Level_02
BTRC,UBC,Level_02
BTRC,IGF2BP1,Level_02
BTRC,CD4,Level_02
BTRC,PER3,Level_02
BTRC,IKBKB,Level_02
BTRC,FBXO2,Level_02
BTRC,PDCD4,Level_02
BTRC,GLI3,Level_02
BTRC,DDB1,Level_02
BTRC,PER2,Level_02
BTRC,CCNF,Level_02
BTRC,CUL3,Level_02
BTRC,AMER1,Level_02
BTRC,NFKB1,Level_02
BTRC,CDC25A,Level_02
BTRC,PLK1,Level_02
BTRC,PER1,Level_02
BTRC,CSNK1A1,Level_02
BTRC,CDC34,Level_02
BTRC,NFE2L2,Level_02
BTRC,FBXW7,Level_02
BTRC,TRIM9,Level_02
BTRC,FBXO5,Level_02
BTRC,CLSPN,Level_02
BTRC,APC,Level_02
DPYD,UPP1,Level_02
DPYD,TYMP,Level_02
DPYD,DPYS,Level_02
DPYD,PNP,Level_02
DPYD,TYMS,Level_02
DPYD,UPB1,Level_02
DPYD,UPP2,Level_02
DPYD,CYP2A6,Level_02
DPYD,UPRT,Level_02
GCLM,GGCT,Level_02
GCLM,GGT7,Level_02
GCLM,GGT5,Level_02
GCLM,GGT1,Level_02
GCLM,NFE2L2,Level_02
GCLM,ANPEP,Level_02
GCLM,KEAP1,Level_02
GCLM,OPLAH,Level_02
GCLM,GSS,Level_02
GCLM,NQO1,Level_02
GCLM,GGT6,Level_02
CHRNA4,KCNQ2,Level_02
CHRNA4,CHRNA2,Level_02
CHRNA4,CHRNB4,Level_02
CHRNA4,CHRNA3,Level_02
CHRNA4,CHRNA7,Level_02
CHRNA4,CHRNA9,Level_02
CHRNA4,CHRNB2,Level_02
DR1,BTAF1,Level_02
DR1,TBP,Level_02
DR1,POLE3,Level_02
DR1,YEATS2,Level_02
DR1,KAT2A,Level_02
DR1,TADA3,Level_02
DR1,TADA2A,Level_02
DR1,MBIP,Level_02
DR1,COL18A1,Level_02
DR1,KAT14,Level_02
DR1,KAT2B,Level_02
DR1,ZZZ3,Level_02
DR1,WDR5,Level_02
DR1,SGF29,Level_02
NSDHL,CYP51A1,Level_02
NSDHL,SQLE,Level_02
NSDHL,MSMO1,Level_02
NSDHL,FDFT1,Level_02
NSDHL,HSD17B7,Level_02
NSDHL,DHCR7,Level_02
NSDHL,LSS,Level_02
NSDHL,HMGCS1,Level_02
NSDHL,FAU,Level_02
NSDHL,SC5D,Level_02
NSDHL,EBP,Level_02
CGAS,H2AC20,Level_02
CGAS,BECN1,Level_02
CGAS,IFI16,Level_02
CGAS,STING1,Level_02
CGAS,H2AC18,Level_02
CGAS,TBK1,Level_02
RPL5,GFM1,Level_02
RPL5,EIF1AX,Level_02
RPL5,HMGN2,Level_02
RPL5,EIF5AL1,Level_02
RPL5,RPL39L,Level_02
RPL5,ZNF593,Level_02
RPL5,NACA,Level_02
RPL5,HMGN1,Level_02
RPL5,MRPS15,Level_02
RPL5,RPL36AL,Level_02
RPL5,FANCE,Level_02
RPL5,MRPS7,Level_02
RPL5,MRPS14,Level_02
RPL5,SEC61A2,Level_02
RPL5,MRNIP,Level_02
RPL5,H3BN98_HUMAN,Level_02
RPL5,SEC61B,Level_02
RPL5,RPF2,Level_02
RPL5,NPM1,Level_02
RPL5,SRP54,Level_02
RPL5,POLR3A,Level_02
RPL5,RPS4Y1,Level_02
RPL5,FLT3LG,Level_02
RPL5,MRPL9,Level_02
RPL5,DOCK4,Level_02
RPL5,EIF5B,Level_02
RPL5,MRPS10,Level_02
RPL5,MRPL19,Level_02
RPL5,MRPL27,Level_02
RPL5,NHP2,Level_02
RPL5,TPT1,Level_02
RPL5,NMD3,Level_02
RPL5,GCN1,Level_02
RPL5,POLR1B,Level_02
RPL5,PDCD11,Level_02
RPL5,RPL36A,Level_02
RPL5,NPSR1,Level_02
RPL5,MTIF2,Level_02
RPL5,RSL24D1,Level_02
RPL5,EFL1,Level_02
RPL5,HDDC3,Level_02
RPL5,EDF1,Level_02
RPL5,MRPL22,Level_02
RPL5,EIF5A,Level_02
RPL5,MRPL16,Level_02
RPL5,RPL3L,Level_02
RPL5,CUL7,Level_02
RPL5,MRPL24,Level_02
RPL5,POLR3B,Level_02
RPL5,EFTUD2,Level_02
RPL5,MRRF,Level_02
RPL5,EEF1D,Level_02
RPL5,GTPBP4,Level_02
RPL5,IFI35,Level_02
RPL5,ATP5F1A,Level_02
RPL5,ARL6IP1,Level_02
RPL5,HMGN4,Level_02
RPL5,MRPS5,Level_02
RPL5,RPL36A-HNRNPH2,Level_02
RPL5,MRPL1,Level_02
RPL5,RSRC1,Level_02
RPL5,EPRS1,Level_02
RPL5,RPL10L,Level_02
RPL5,RPL39,Level_02
RPL5,RPL17-C18orf32,Level_02
RPL5,MRPS16,Level_02
RPL5,POLR1A,Level_02
RPL5,CXorf66,Level_02
RPL5,RPL7L1,Level_02
RPL5,CCDC124,Level_02
RPL5,LSG1,Level_02
RPL5,ZNF622,Level_02
RPL5,WDR31,Level_02
RPL5,POLR2F,Level_02
RPL5,SERBP1,Level_02
RPL5,ATP5F1C,Level_02
RPL5,MRPL3,Level_02
RPL5,EEF1B2,Level_02
RPL5,HEATR3,Level_02
RPL5,H3BNC9_HUMAN,Level_02
RPL5,MRPS12,Level_02
RPL5,RPS27L,Level_02
RPL5,NSA2,Level_02
RPL5,IMP3,Level_02
RPL5,RRS1,Level_02
RPL5,NACA2,Level_02
RPL5,MRPL32,Level_02
RPL5,NOP58,Level_02
RPL5,MRPS11,Level_02
RPL5,MRTO4,Level_02
RPL5,TP53,Level_02
RPL5,RPS4Y2,Level_02
RPL5,MRPL13,Level_02
RPL5,MRPL4,Level_02
RPL5,AKNAD1,Level_02
RPL5,MRPL2,Level_02
RPL5,EEF1A1,Level_02
RPL5,QARS1,Level_02
RPL5,MED1,Level_02
RPL5,EIF6,Level_02
RPL5,ETF1,Level_02
RPL5,SRPRA,Level_02
RPL5,TEX48,Level_02
RPL5,RPS10-NUDT3,Level_02
RPL5,CCDC105,Level_02
RPL5,RPL22L1,Level_02
RPL5,PDF,Level_02
RPL5,BTF3,Level_02
RPL5,EEFSEC,Level_02
RPL5,LILRB1,Level_02
RPL5,CD74,Level_02
RPL5,EIF5A2,Level_02
RPL5,POLR2C,Level_02
RPL5,EEF1G,Level_02
RPL5,GNL2,Level_02
RPL5,RSAD1,Level_02
RPL5,SEC61A1,Level_02
RPL5,POLR1C,Level_02
RPL5,NOP53,Level_02
RPL5,PES1,Level_02
RPL5,RPL26L1,Level_02
RPL5,POLR2B,Level_02
RPL5,MRPL33,Level_02
SCD,ELOVL6,Level_02
SCD,FADS2,Level_02
SCD,HACD1,Level_02
SCD,SREBF1,Level_02
SCD,HACD3,Level_02
SCD,CYB5B,Level_02
SCD,CYB5A,Level_02
SCD,FADS1,Level_02
SCD,TECR,Level_02
SCD,ACACA,Level_02
SCD,SCD5,Level_02
SCD,HSD17B12,Level_02
SCD,FASN,Level_02
SCD,HACD2,Level_02
MTM1,PIK3C3,Level_02
MTM1,DNM2,Level_02
MTM1,CDIPT,Level_02
MTM1,PIP4P1,Level_02
MTM1,MTMR14,Level_02
MTM1,FIG4,Level_02
MTM1,PLCD1,Level_02
MTM1,INPP4A,Level_02
MTM1,PIP4P2,Level_02
MTM1,PIKFYVE,Level_02
MTM1,IMPA1,Level_02
MTM1,IMPAD1,Level_02
MTM1,INPP4B,Level_02
MTM1,MTMR12,Level_02
CHUK,TAB1,Level_02
CHUK,MAP3K3,Level_02
CHUK,SMAD2,Level_02
CHUK,MAP3K14,Level_02
CHUK,MAP3K1,Level_02
CHUK,MAP3K8,Level_02
CHUK,CASP8,Level_02
CHUK,FOXO1,Level_02
CHUK,FOXO4,Level_02
CHUK,HSP90AA1,Level_02
CHUK,CDC37,Level_02
CHUK,TRAF5,Level_02
CHUK,HSP90AB1,Level_02
CHUK,NLRC5,Level_02
CHUK,AKT3,Level_02
CHUK,BCL10,Level_02
CHUK,MAVS,Level_02
CHUK,TRADD,Level_02
CHUK,BTK,Level_02
CHUK,CYLD,Level_02
CHUK,EIF2AK3,Level_02
CHUK,TRAF2,Level_02
CHUK,TAB2,Level_02
CHUK,TRAF3,Level_02
CHUK,PRKCQ,Level_02
CHUK,PDPK1,Level_02
CHUK,CARD9,Level_02
CHUK,IRAK4,Level_02
CHUK,RIPK1,Level_02
CHUK,RELB,Level_02
CHUK,IRS2,Level_02
CHUK,TAB3,Level_02
CHUK,FKBP5,Level_02
CHUK,EIF2AK2,Level_02
CHUK,REL,Level_02
CHUK,CARD11,Level_02
CHUK,TBK1,Level_02
CHUK,IRF7,Level_02
CHUK,MYD88,Level_02
CHUK,MALT1,Level_02
CHUK,IRS1,Level_02
CHUK,NFKBIE,Level_02
CHUK,MTOR,Level_02
CHUK,IKBKE,Level_02
CHUK,AKT1,Level_02
CHUK,ERC1,Level_02
CHUK,NFKB2,Level_02
CHUK,PTEN,Level_02
CHUK,NFKBIB,Level_02
CHUK,RIPK2,Level_02
CHUK,FOXO3,Level_02
CHUK,AKT2,Level_02
CHUK,MAP3K7,Level_02
CPN1,CPN2,Level_02
GBP5,GBP2,Level_02
GBP5,STAT1,Level_02
GBP2,GBP1,Level_02
GBP2,GBP5,Level_02
GBP2,GBP3,Level_02
GBP1,GBP3,Level_02
GBP1,STAT1,Level_02
GBP1,GBP2,Level_02
FMR1,TDRD3,Level_02
FMR1,CAPRIN1,Level_02
FMR1,FXR2,Level_02
FMR1,AFF2,Level_02
FMR1,NUFIP1,Level_02
FMR1,PURA,Level_02
FMR1,DLG4,Level_02
FMR1,MECP2,Level_02
FMR1,CPEB2,Level_02
FMR1,TARDBP,Level_02
FMR1,AGO2,Level_02
FMR1,NUFIP2,Level_02
FMR1,STAU1,Level_02
FMR1,G3BP1,Level_02
FMR1,MAP1B,Level_02
FMR1,CPEB1,Level_02
FMR1,EIF4E,Level_02
FMR1,FXR1,Level_02
FMR1,AGO1,Level_02
FMR1,DICER1,Level_02
FMR1,SND1,Level_02
GBP3,GBP2,Level_02
GBP3,GBP1,Level_02
GTF2B,GTF2H3,Level_02
GTF2B,POLR2J,Level_02
GTF2B,GTF2H5,Level_02
GTF2B,TAF8,Level_02
GTF2B,MED23,Level_02
GTF2B,TAF9,Level_02
GTF2B,TAF6,Level_02
GTF2B,POLR2F,Level_02
GTF2B,TCEA3,Level_02
GTF2B,TCEA1,Level_02
GTF2B,TAF3,Level_02
GTF2B,CDK7,Level_02
GTF2B,POLR2H,Level_02
GTF2B,MED4,Level_02
GTF2B,CCNH,Level_02
GTF2B,TAF7,Level_02
GTF2B,EP300,Level_02
GTF2B,MED1,Level_02
GTF2B,MED11,Level_02
GTF2B,MED6,Level_02
GTF2B,TBPL1,Level_02
GTF2B,POLR2D,Level_02
GTF2B,GTF2H4,Level_02
GTF2B,TAF2,Level_02
GTF2B,MED24,Level_02
GTF2B,MED14,Level_02
GTF2B,SNAPC5,Level_02
GTF2B,MED21,Level_02
GTF2B,POLR2K,Level_02
GTF2B,TCEA2,Level_02
GTF2B,POLR2C,Level_02
GTF2B,POLR2L,Level_02
GTF2B,SNAPC1,Level_02
GTF2B,MNAT1,Level_02
GTF2B,TBPL2,Level_02
GTF2B,SSU72,Level_02
GTF2B,TAF4,Level_02
GTF2B,ERCC2,Level_02
GTF2B,MED10,Level_02
GTF2B,TAF5,Level_02
GTF2B,GTF2H2,Level_02
GTF2B,TAF10,Level_02
GTF2B,TAF12,Level_02
GTF2B,POLR2I,Level_02
GTF2B,MED31,Level_02
GTF2B,MED17,Level_02
GTF2B,MED18,Level_02
GTF2B,MED27,Level_02
GTF2B,MED7,Level_02
GTF2B,TAF13,Level_02
GTF2B,MED26,Level_02
GTF2B,TAF9B,Level_02
GTF2B,MED20,Level_02
GTF2B,SNAPC3,Level_02
GTF2B,CTDP1,Level_02
GTF2B,POLR2G,Level_02
GTF2B,GTF2H1,Level_02
GTF2B,TAF11,Level_02
NTSR1,NTSR2,Level_02
NTSR1,GNG2,Level_02
NTSR1,ARRB1,Level_02
GOT1,IDH2,Level_02
GOT1,MDH2,Level_02
GOT1,CAD,Level_02
GOT1,ALDH4A1,Level_02
GOT1,GPT2,Level_02
GOT1,GLUD1,Level_02
GOT1,CDO1,Level_02
GOT1,KYAT1,Level_02
GOT1,KYAT3,Level_02
GOT1,LDHAL6B,Level_02
GOT1,LDHA,Level_02
GOT1,PAH,Level_02
GOT1,MPST,Level_02
GOT1,LDHC,Level_02
GOT1,NAGS,Level_02
GOT1,TAT,Level_02
GOT1,NAT8L,Level_02
GOT1,GPT,Level_02
GOT1,ASNS,Level_02
GOT1,ADSS2,Level_02
GOT1,ASS1,Level_02
GOT1,IDH1,Level_02
GOT1,LDHAL6A,Level_02
GOT1,ADSS1,Level_02
GOT1,ASPA,Level_02
GOT1,DDC,Level_02
GOT1,FH,Level_02
GOT1,GOT2,Level_02
GOT1,TH,Level_02
GOT1,ASRGL1,Level_02
GOT1,GOT1L1,Level_02
GOT1,TST,Level_02
GOT1,GLUD2,Level_02
GOT1,MIF,Level_02
GOT1,HPD,Level_02
GOT1,CTH,Level_02
GOT1,PC,Level_02
GOT1,SDHA,Level_02
CXorf66,RPL7A,Level_02
CXorf66,RPL27A,Level_02
CXorf66,RPL36,Level_02
CXorf66,RPL13,Level_02
CXorf66,RPL9,Level_02
CXorf66,RPL18,Level_02
CXorf66,RPS21,Level_02
CXorf66,RPS24,Level_02
CXorf66,RPL11,Level_02
CXorf66,RPL34,Level_02
CXorf66,RPS18,Level_02
CXorf66,RPL5,Level_02
CXorf66,RPS12,Level_02
CXorf66,RPL19,Level_02
CXorf66,RPS16,Level_02
CXorf66,RPL35,Level_02
CXorf66,RPL15,Level_02
CXorf66,RPS19,Level_02
CXorf66,RPL23,Level_02
CXorf66,RPS28,Level_02
CXorf66,RPL26L1,Level_02
CXorf66,RPLP1,Level_02
CXorf66,RPS7,Level_02
